index,시·도,시·군,기업명,업종,생산품,매출액,기업규모,외투기업,회계기준,출처URL,홈페이지URL,비고
69,경상북도,구미시,태성전기,전기·전자부품 제조업,와이어링 하네스·커넥터,"1,012억 2,663만원",중견기업,아니오,2025.12.GAAP 개별,https://search.naver.com/search.naver?query=%ED%83%9C%EC%84%B1%EC%A0%84%EA%B8%B0%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.tae-sung.com/,전기·전자부품 제조 기업
70,경기도,안산시,코리아써키트,전자부품 제조업,"인쇄회로기판(PCB), 반도체 패키지기판","8,629억 8,426만원",대기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%BD%94%EB%A6%AC%EC%95%84%EC%8D%A8%ED%82%A4%ED%8A%B8%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.kcg.co.kr/,전자부품 제조 기업
71,경기도,안산시,조흥,식품 제조업,"식품첨가물, 치즈, 제과제빵 재료","4,882억 4,606만원",중견기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=%EC%A1%B0%ED%9D%A5%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://choheung.co.kr/,식품 제조 기업
72,경기도,안산시,광명전기,전기장비 제조업,"수배전반, 태양광 발전설비, 가스절연개폐장치(GIS)","958억 6,908만원",중소기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EA%B4%91%EB%AA%85%EC%A0%84%EA%B8%B0%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.kmec.co.kr/,전기장비 제조 기업
73,경기도,안산시,(주)서원,비철금속 제조업,"동합금 잉곳, 동인공주물, 황동간","2,732억 2,512만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=(%EC%A3%BC)%EC%84%9C%EC%9B%90%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.swbrass.co.kr/,비철금속 제조 기업
74,경기도,안산시,태양금속공업(주),자동차 부품 제조업,"냉간단조품, 자동차용 볼트·너트","3,491억 558만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%ED%83%9C%EC%96%91%EA%B8%88%EC%86%8D%EA%B3%B5%EC%97%85(%EC%A3%BC)%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.taeyangmetal.com/,자동차 부품 제조 기업
75,경기도,안산시,(주)씨티씨바이오,의약품 및 사료첨가제 제조업,"동물의약품, 인체의약품, 사료첨가제","1,237억 6,937만원",중견기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=(%EC%A3%BC)%EC%94%A8%ED%8B%B0%EC%94%A8%EB%B0%94%EC%9D%B4%EC%98%A4%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.ctcbio.com/,사료첨가제 제조 기업
76,경기도,안산시,(주)오리온,식품 제조업,"스낵류, 제과제품","1조 1,458억 3,831만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=(%EC%A3%BC)%EC%98%A4%EB%A6%AC%EC%98%A8%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.orionworld.com/,식품 제조 기업
77,경기도,안산시,(주)한국팩키지,포장재 제조업,"카톤팩(우유팩), 종이 용기","2,240억 7,889만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=(%EC%A3%BC)%ED%95%9C%EA%B5%AD%ED%8C%A9%ED%82%A4%EC%A7%80%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.hkpak.co.kr/,포장재 제조 기업
78,경기도,안산시,HD건설기계,건설기계 서비스 및 기계 제조업,"건설기계 부품, 정비 및 기술 서비스","3조 7,765억 2,401만",대기업,아니오,2025.12.IFRS 연결,https://search.naver.com/search.naver?query=HD%EA%B1%B4%EC%84%A4%EA%B8%B0%EA%B3%84%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.hd-ce.com/kr,건설기계 서비스 및 기계 제조 기업
79,경기도,안산시,유진기공산업,철도차량 부품 제조업,"철도 제동장치, 구동장치, 제압기","1,387억 6,776만원",중소기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%9C%A0%EC%A7%84%EA%B8%B0%EA%B3%B5%EC%82%B0%EC%97%85%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.yujinltd.co.kr/,철도차량 부품 제조 기업
80,경기도,안산시,삼일제약,의약품 제조업,"안과용제, 소화기계 의약품, 완제의약품","2,102억 5,347만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%82%BC%EC%9D%BC%EC%A0%9C%EC%95%BD%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.samil-pharm.com/,의약품 제조 기업
81,경기도,안산시,부전전자,음향기기 부품 제조업,"마이크로 스피커, 수신기, 음향 부품","2,769억 3,259만원",중소기업,아니오,2025.12 GAAP 연결,https://search.naver.com/search.naver?query=%EB%B6%80%EC%A0%84%EC%A0%84%EC%9E%90%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.bujeon.com/,음향기기 부품 제조 기업
82,경기도,안산시,다원시스,전기장비 및 철도차량 제조업,"특수전원장치, 철도차량, 핵융합 전원장치","769억 2,092만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%8B%A4%EC%9B%90%EC%8B%9C%EC%8A%A4%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.dawonsys.com/,전기장비 및 철도차량 제조 기업
83,경기도,안산시,산일전기,전기장비 제조업,"특수변압기, 리액터, 전력변환장치","5,019억 4,622만원",중소기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%82%B0%EC%9D%BC%EC%A0%84%EA%B8%B0%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.sanil.co.kr/,전기장비 제조 기업
84,경기도,안산시,협진커넥터,전자부품 제조업,자동차 및 산업용 커넥터,"1,118억 3,611만원",중소기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=%ED%98%91%EC%A7%84%EC%BB%A4%EB%84%A5%ED%84%B0%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.hyupjin21.co.kr/,전자부품 제조 기업
85,경기도,안산시,대덕전자,전자부품 제조업,"초고밀도 인쇄회로기판(PCB), 반도체 기판","174억 5,804만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%8C%80%EB%8D%95%EC%A0%84%EC%9E%90%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.daeduck.com/,전자부품 제조 기업
86,경기도,안산시,신흥정밀,전자 및 정밀부품 제조업,"정밀 메커니즘, 전자 부품, 자동차 부품","1,057억 7,957만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%8B%A0%ED%9D%A5%EC%A0%95%EB%B0%80%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.shc.co.kr/,전자 및 정밀부품 제조 기업
87,경기도,안산시,용진스테코,금속 가공업,"스테인리스 강판, 금속 가공품","1,930억 5,272만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%9A%A9%EC%A7%84%EC%8A%A4%ED%85%8C%EC%BD%94%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.yjsteco.com/,금속 가공 기업
88,경기도,안산시,캐논코리아,사무기기 및 정밀기기 제조업,"복합기, 프린터, 네트워크 카메라","7,272억 1,589만원",대기업,예,2025.12,https://search.naver.com/search.naver?query=%EC%BA%90%EB%85%BC%EC%BD%94%EB%A6%AC%EC%95%84%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://kr.canon/,사무기기 및 정밀기기 제조 기업
89,경기도,안산시,일진다이아몬드,비금속 광물제품 제조업,"공업용 인조다이아몬드, PCD/PCBN","634억 2,347만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%9D%BC%EC%A7%84%EB%8B%A4%EC%9D%B4%EC%95%84%EB%AA%AC%EB%93%9C%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.iljindiamond.co.kr/,비금속 광물제품 제조 기업
90,경기도,안산시,신대양제지,펄프 및 종이 제조업,"골판지용 원지, 골판지 상자","1,956억 9,739만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%8B%A0%EB%8C%80%EC%96%91%EC%A0%9C%EC%A7%80%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.dygroup.co.kr/,포장재 제조 기업
91,경기도,안산시,모베이스전자,자동차 부품 제조업,"스마트키 시스템, 파워윈도우 스위치, BCM","8,068억 8,061만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%AA%A8%EB%B2%A0%EC%9D%B4%EC%8A%A4%EC%A0%84%EC%9E%90%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.mobaseelec.com/,자동차 부품 제조 기업
92,경기도,안산시,한샘,가구 제조업,"가정용 가구, 부엌가구, 인테리어 자재","1조 2,837억 4,755만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%ED%95%9C%EC%83%98%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.hanssem.com/,가구 제조 기업
93,경기도,안산시,신양금속공업,비철금속 제조업,"알루미늄 압출재, 샤시, 산업용 알루미늄","2,386억 8,255만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%8B%A0%EC%96%91%EA%B8%88%EC%86%8D%EA%B3%B5%EC%97%85%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://shin-yang.com/,비철금속 제조 기업
94,경기도,안산시,하이트진로산업,포장재 및 병 제조업,"주류용 유리병, 포장용기","1,018억 1,143만원",중견기업,아니오,2025.12 IFRS 개별,https://www.catch.co.kr/Comp/CompSummary/360031,http://www.hitejinrois.co.kr/,하이트진로그룹 계열 포장재 및 병 제조 기업
95,경기도,안산시,대원산업,자동차 부품 제조업,"자동차용 시트, 시트 프레임","554억 2,114만원",중소기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%8C%80%EC%9B%90%EC%82%B0%EC%97%85%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.dws.co.kr/,자동차 부품 제조 기업
96,경기도,안산시,신화다이나믹스,자동차 부품 제조업,"자동차 변속기 부품, 엔진 부품","1,003억 9,777만원",중소기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%8B%A0%ED%99%94%EB%8B%A4%EC%9D%B4%EB%82%98%EB%AF%B9%EC%8A%A4%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.shinhwadynamics.com/,자동차 부품 제조 기업
97,경기도,안산시,고려제지,펄프 및 종이 제조업,"골판지용 원지, 라이너지","3,039억 7,464만원",중견기업,아니오,2025.12 IFRS 개별,https://search.naver.com/search.naver?query=%EA%B3%A0%EB%A0%A4%EC%A0%9C%EC%A7%80%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.koryopaper.com/,포장재 제조 기업
98,경기도,안산시,LS오토모티브테크놀로지스,자동차 부품 제조업,"차량용 스위치, 릴레이, 센서, HMI 부품","1조 4,702억 9,038만원",대기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=LS%EC%98%A4%ED%86%A0%EB%AA%A8%ED%8B%B0%EB%B8%8C%ED%85%8C%ED%81%AC%EB%86%80%EB%A1%9C%EC%A7%80%EC%8A%A4%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.lsautomotive.com/,자동차 부품 제조 기업
99,경기도,안산시,삼륭물산,포장재 제조업,액체 전용 포장용기(카톤팩),"942억 5,610만원",중소기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=%EC%82%BC%EB%A5%AD%EB%AC%BC%EC%82%B0%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.srpack.com/,포장재 제조 기업
100,경기도,안산시,태우,자동차 부품 제조업,"자동차 고무 부품, 압출 성형품","8,941억 9,745만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%ED%83%9C%EC%9A%B0%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://taewoometal.co.kr/,자동차 부품 제조 기업
101,경기도,안산시,한국큐빅,플라스틱 제품 제조업,"수압전사 표면처리 부품, 자동차 내장재","2,272억 2,584만원",중견기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=%ED%95%9C%EA%B5%AD%ED%81%90%EB%B9%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.cubic.co.kr/,플라스틱 제품 제조 기업
102,경기도,안산시,대양제지공업,펄프 및 종이 제조업,"골판지용 원지, 표지판지","1,505억원",중견기업,아니오,2025 사업연도,https://search.naver.com/search.naver?query=%EB%8C%80%EC%96%91%EC%A0%9C%EC%A7%80%EA%B3%B5%EC%97%85%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.dygroup.co.kr/,포장재 제조 기업
103,경기도,안산시,에스엘,자동차 부품 제조업,"자동차용 램프, 미션 숏패드, 섀시 부품","5조 2,399억 3,934만원",중견기업,아니오,2025.12 IFRS 연결,https://m.catch.co.kr/Comp/CompSummary/382221,https://www.slworld.com/,자동차 부품 제조 기업
104,경기도,안산시,현대바이오랜드,화장품 및 의약품 원료 제조업,"천연물 화장품 원료, 건강기능식품 원료, 의료기기","1,305억 512만원",대기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=%ED%98%84%EB%8C%80%EB%B0%94%EC%9D%B4%EC%98%A4%EB%9E%9C%EB%93%9C%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.hyundaibioland.co.kr/,화장품 및 의약품 원료 제조 기업
105,경기도,안산시,한국다이요잉크,화학제품 제조업,PCB용 솔더레지스트(SR) 잉크,"908억 6,801만원",중견기업,예,2026.03 GAAP 개별,https://search.naver.com/search.naver?query=%ED%95%9C%EA%B5%AD%EB%8B%A4%EC%9D%B4%EC%9A%94%EC%9E%89%ED%81%AC%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.taiyoink.co.kr/,화학제품 제조 기업
106,경기도,안산시,서울우유,유제품 제조업,"시유, 분유, 버터, 치즈","2조 1,007억 6,615만원",기타(비영리법인),아니오,2025.12,https://www.catch.co.kr/Comp/CompSummary/051143,https://www.seoulmilk.co.kr/,유제품 제조 기업
107,경기도,안산시,아이아,자동차 부품 제조업,"자동차용 방진고무, 플라스틱 사출품",3871억원,중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%95%84%EC%9D%B4%EC%95%84%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://aia21.co.kr/,자동차 부품 제조 기업
108,경기도,안산시,덕산약품공업,화학제품 제조업,"시약, 정밀화학 원료, 전자공업용 용제","991억 6,494만원",중소기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%8D%95%EC%82%B0%EC%95%BD%ED%92%88%EA%B3%B5%EC%97%85%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.duksan.kr/,화학제품 제조 기업
109,경기도,안산시,빅솔,식품첨가물 및 화학 제조업,"식품첨가물, 미네랄 믹스, 영양 강화제","1,050억 5,441만원",중소기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%B9%85%EC%86%94%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.bixol.com/,식품첨가물 및 화학 제조 기업
110,경기도,안산시,우리이앤엘,전자부품 제조업,"LED 패키지, 광원 모듈","1,199억 5,290만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%9A%B0%EB%A6%AC%EC%9D%B4%EC%95%A4%EC%97%98%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.wooree.com/,전자부품 제조 기업
111,경기도,안산시,우리바이오,건강기능식품 및 전자부품 제조업,"건강기능식품, 식물공장 소재, PBA 부품","411억 6,805만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%9A%B0%EB%A6%AC%EB%B0%94%EC%9D%B4%EC%98%A4%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.wooreebio.co.kr/,건강기능식품 및 전자부품 제조 기업
112,경기도,안산시,우리엔터프라이즈,지주업 및 서비스업,"경영컨설팅, 기업 관리 서비스","227억 3,540만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%9A%B0%EB%A6%AC%EC%97%94%ED%84%B0%ED%94%84%EB%9D%BC%EC%9D%B4%EC%A6%88%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.wooree.com/,지주업 및 서비스 기업
113,경기도,안산시,일신하이폴리,플라스틱 제품 제조업,"농업용 필름, 산업용 랩 및 포장재","1,184억 2,626만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%9D%BC%EC%8B%A0%ED%95%98%EC%9D%B4%ED%8F%B4%EB%A6%AC%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.ihlshin.co.kr/,플라스틱 제품 제조 기업
114,경기도,안산시,롯데칠성,음료 제조업,"탄산음료, 주스, 차 음료","2조 5,669억 6,976만원",대기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%A1%AF%EB%8D%B0%EC%B9%A0%EC%84%B1%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://company.lottechilsung.co.kr/,음료 제조 기업
115,경기도,안산시,태양연마,연삭맷돌 및 연마재 제조업,"연마지(사포), 연마포, 연삭공구","1,288억 8,839만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%ED%83%9C%EC%96%91%EC%97%B0%EB%A7%88%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.tyabrasive.co.kr/,연삭맷돌 및 연마재 제조 기업
116,경기도,안산시,강남화성,화학제품 제조업,"페놀수지, 폴리우레탄 수지, 에폭시 수지","2,513억 2,021만원",중견기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=%EA%B0%95%EB%82%A8%ED%99%94%EC%84%B1%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.kangnam.co.kr/,화학제품 제조 기업
117,경기도,안산시,모비언트,자동차 부품 제조업,"자동차 섀시 모듈, 콕핏 모듈","1,404억 7,210만원",대기업,아니오,2025.12.IFRS 연결,https://search.naver.com/search.naver?query=%EB%AA%A8%EB%B9%84%EC%96%B8%ED%8A%B8%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.movient.kr/,자동차 부품 제조 기업
118,경기도,안산시,삼화왕관,금속 파스너 및 병마개 제조업,"병마개(병캡), 금속 캔 뚜껑","1,628억 9,751만원",대기업,아니오,2025.12 IFRS 연결,https://search.naver.com/search.naver?query=%EC%82%BC%ED%99%94%EC%99%95%EA%B4%80%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.samhwacrown.com/,금속 파스너 및 병마개 제조 기업
119,경기도,안산시,대한광통신,통신장비 제조업,"광섬유, 광케이블, 특수광섬유","845억 5,135만원",중소기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EB%8C%80%ED%95%9C%EA%B4%91%ED%86%B5%EC%8B%A0%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.taihanfiber.com/,통신장비 제조 기업
120,경기도,안산시,인터플렉스,전자부품 제조업,연성인쇄회로기판(FPCB),"2,698억 3,478만원",대기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%9D%B8%ED%84%B0%ED%94%8C%EB%A0%89%EC%8A%A4%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,http://www.interflex.co.kr/,전자부품 제조 기업
121,경기도,안산시,디와이피㈜,금속 표면처리업,도금 및 금속 표면처리 부품,"4,593억 3,339만",중견기업,아니오,2025.12.IFRS 연결,https://search.naver.com/search.naver?query=%EB%94%94%EC%99%80%EC%9D%B4%ED%94%BC%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.dypiston.co.kr/,금속 표면처리 기업
122,경기도,안산시,머크,디스플레이 및 반도체 소재 제조업,"액정 소재, OLED 소재, 반도체 케미컬","5,166억 4,454만원",중견기업,예,2025.12,https://search.naver.com/search.naver?query=%EB%A8%B8%ED%81%AC%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.merckgroup.com/kr-ko,디스플레이 및 반도체 소재 제조 기업
123,경기도,안산시,종근당바이오,의약품 원료 제조업,"항생제 원료(원료의약품), 보툴리눔 톡신, 프로바이오틱스","1,600억 7,098만원",중견기업,아니오,2025.12,https://search.naver.com/search.naver?query=%EC%A2%85%EA%B7%BC%EB%8B%B9%EB%B0%94%EC%9D%B4%EC%98%A4%20%EA%B8%B0%EC%97%85%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.ckdbio.com/,원료의약품 제조 기업
124,경기도,안산시,고려은단헬스케어,건강기능식품 제조업,"비타민C, 영양제, 건강기능식품","1,675억 4,120만원",중견기업,아니오,2025.12 GAAP 개별,https://search.naver.com/search.naver?query=%EA%B3%A0%EB%A0%A4%EC%9D%80%EB%8B%A8%ED%97%AC%EC%8A%A4%EC%BC%80%EC%96%B4%20%EA%B8%B0%EB%B3%B8%EC%A0%95%EB%B3%B4,https://www.koreaeundan.com/,건강기능식품 제조 기업
